user_location,user_name
"ÜT:  6.195546,106.85044","nmkarimz"
"","lovestamara"
"Beyond the stars","Xkywalker"
"","GossipStones"
"ÜT:  6.21,106.813571","gicellaNP"
"","tashpalo"
"","berfrois"
"","rebeccahkl"
"","rupertbebare"
"Murrrlannnn .","AmandaTheBoss69"
"Conexão Petrópolis BH","Lucaishsutter"
"","Deaindy"
"","ohgodyouspilled"
"St. Thomas via DMV","LolliARozay"
"","t8inew"
"","richardleekl"
"Currently in your Mind","yanitaapplebaum"
"Space, the final frontier...","TrekTrivia"
"beneath my bangs","leeessoriano"
"","justtmel"
"ÜT:  6.279692,107.011674","bellasinaga"
"    /","SSSdenise"
"ÜT:  6.314383,106.823629","ar13fdunx"
"","bloomfy"
"Paristuba","elifarmacia"
"Wherever I need to Be","ChinoSSENT"
"West Philly born and raised!","BDG2F"
"","Quell8"
"Under Yo Bed","TheRealMugged1"
"","Joycelyn814"
"","mj123451"
"","JosHBoiO"
"","dosuno54"
"","AGlamourCHiick"
"Somewhere I can t stand.","jordannnicolee"
"","NikkiEvaa"
"","GoldynLoves"
"in this Universe!!!!!!!!","J23HEZZY"
"","kaytootight"
"","Eagleisis"
"","VALERWHEEXD"
"","TiiTTyGODDESS"
"RDU/NCCU","TrendingSince85"
"In my mystical castle","JagRuz"
"","StudentsCloud"
"St.Louis.Mo/CHI TOWN HOE","BoysLoveBD"
"N.Dallas|Arlington|Africa","ktmagicman"
"","laphako"
"pwt ajagh","lynnaQ"
"ÜT:  6.904161,107.611886","nining1501"
"","normamanz"
"","Shakabasenji"
"Unicornland ; lil dot.","Saabbyyyy"
"","inhwan"
"..Wea eva I wan na be...","MzFree2BMe"
"","JoeBro2300"
"Everywhere always.","AaronDelays"
"","BLOWE"
"In your mama s bed,","jocelynnnn"
"","dhdoxey"
"ÜT:  6.37216,106.846189","abram20flip"
"","DellMichaels"
"","ZohiixC"
"Riding the ENORMOUS SHLONG","sheaintSARAH"
"","mitchbattros"
"Finding myself again...","BreeJohnson"
"Beside YoU  n Make U Smile","acousticaui"
"","samuelriandi"
"Between ur girls legs","FPDaBo55"
"","eastcoastdog"
"Allah s Planet","missaugust93"
"Your Moms House Bxtch","iNIECEBOO"
"nofollowbacksland.","adorezayn"
" DMP aja dah :D","shanyarhefanie"
"in the realm of your mind","jelenmara"
"In ur nightmares","BelZhag0tH"
"Ja  Trini  CT  D(M)V","SSHNiNi"
"st.louis born and raised!","GodsSon87db"
"your females condooo","EuropesHighest"
"","dogpottytrain"
"","dylan085"
"","Modibear"
"Check your google map","teevhybe"
"","TINKERS17"
"Rooster Coop","UncleSterlz"
"","monicabynature"
"not in THIS world","MaMamarijuana"
"","EoinH"
"","sportshoodies"
"","TheGubna"
"","charissasiscaa"
"Inyomailboxbiatch...huh","sarashutterbox"
"In Ya Subconscience","ID4MUSIC"
"","ikhsansanjaya"
"somewhere bein a grandie. !","neekyneave"
"inside my house","pamelasia"
"","kryiesenth7ken2"
"","jacel15elf"
"wherever I want to be","NoonArabia"
"Shit d On Em Ave","ShesSoGONE"
"","HAPPENINGS1NOW"
"I ll get back to you later.","Savenico"
"ÜT:  6.240877,106.625279","SirAlung"
"nfdb","AkkineniRockz"
"Yogurt and Socks Man","davemoules"
"","TUNNIDGE"
"","Mykey28"
"H.P, Q.C","SoLoLoko"
"Schwedän (aka Sweden)","imTeamStew"
"","atxgui"
"Choppersville, USA","IamChopZiLLa"
"","ASNNews"
"","MarkBBaerEsq"
"The Land Of Grunge (LOL)","queengasoline"
"Here But My Heart Is There","LeleBunny"
"inner T.E.A.R.","XxOhMyLovexX"
"","JobMarketBlog"
"The Dee Dot Cee","EpicLove"
"*Between Heaven && Hell*","thekoolkiddash"
"","atqiyong"
"","Sk8Psi"
"ÜT:  5.112457,119.437586","haifaaah"
"","feliciadamlubz"
"","ruthaplin"
"","kapimo"
"Rhoon  ||  The Dutch Empire","moiadam"
"","nadvoss"
"Where you want to be..","MzAuthority"
"Ya Girls Top 8 on Myspace","MrTenaha"
"","KelseyMillican1"
"","reedSalesJobs"
"","tomkat51"
"haüs of GAGA","CallMeMontan"
"Cap City(Sac)","JusBeasty"
"Ahead of you","TrevDaDev"
"not too far away","justice4maddie"
"where ever my JET land","MyNiggahJustin"
"In Your Bed.","Molokoooo1996"
"","MercedSunStar"
"Not where you d expect.","vicster"
"Everywhere you want to be","MsStephRenee"
"Over 40 Countries","ClubShrinkIt"
"","juliaaberger"
"","amcsamar"
"","OhSoConfident"
"Caleb s Red Voluptuous hair","SarahBudd"
"","JojoBunts36"
"","orwellski"
"Wherever U want me to b","luvloyalt"
"","thericepad"
"","enOeciD"
"Exactly where I need to be","LockJohnson"
"In your non existent bra.","Anitatoz"
"","ghosttofyou"
"            .","DazzlingBieber"
"","valenn"
"","ToReignInHell"
"","shoegays"
"","StaP"
"ÜT: 53.47617, 2.2436","ashraf0003"
"The Khalifa s state","MsZanga"
"","TheLADenise"
"","DanTheLoung"
"","bieberbri2011"
"","CharleePetrova"
"","tkinman"
"everywhere & nowhere","NiceGuyAnt"
"North Kahh cuhhh lak EEE","ZebraCLITbitch"
"Ask Justin ;)","SmilesforBiebs"
"","ciaramartinn"
"","PRINCESSHAYANA"
"LasGidi, Nigeria","Jidsterr"
"Beside you in time.","Lolibucket"
"","CRepetti"
"","dchaylene"
"","biskethead246"
"","ParkerCressley"
"Mobile Twitter","YeahhMarcFly"
"In my mind &heart","joceeezy"
"ÜT:  5.433537,105.326925","UANahmad"
"muh chicken coot!","PaRTeaCHiiK"
"","FantasySportal"
"everywhere, Earth","ismikartika"
"Behind You","ThaKidBoye"
"","tiaTWOtimes"
"","RAFISC71"
"","theadamjolly"
"Pariaman~bandung","cianasta"
"","nolaurie"
"","Rishavmehta"
"Underneath a Mango Tree :)","savyferns"
"under the skyline","ketchupasin"
"Timika Golden City","notetwituitren"
"Isra hell","Ofirabe"
"","Jo2985"
"  BEIBER S HEART   =DDDD","AgrimaLovesJB"
"BTW ALABAMA&FLORIDA","ObviousBeauti"
"","EpicMimixD"
"Shittin on ya niggas","BJFacts"
"The DMV   Miami   GLOBAL","BigTiggerShow"
"On Your Timeline","HeCallMeBlack"
"weed&seed community","AlPurpington"
"","MJalilx"
"","AlyssaShamiram"
"ChiTown & Minnesota Suburbs","ADrsPersona"
"Outter Space (D)MV","IAmMsStar"
"Dont Worry About It...","SweetJonesDula"
"","cmci1"
"","xpeanutgalleryx"
"ÜT:  7.305511,112.818561","astarifirina"
"","G4SSport"
"ÜT: 53.838742, 1.767697","dresserman"
"From Over There","Eldeg14"
"kuwait/somewhere only we know","Fa6oum"
"","sec1stop"
"With the orphan child.","tweets4peace"
"UK/Croatia/World","Sourceimages"
"","yemabdulhamid"
"","Truvy264"
"BR TO DHA 5 0 4","KiLLAHKEEDY"
"","Mcvk1"
"","ClayYoder"
"Flyy Guy University","killakel12"
"","EEynon"
"Where the Wild Things Are","SAYcarine"
"Cloud 9 neworleans","hoeslovequel"
"","wildcardkitty"
"","RobbDinero"
"ÜT: 53.171555, 1.249586","IamaBellend"
"Woman Designer Shoes","ladydesignshoes"
"lefrak, queens southside","turnpikedot"
"kushifornia","BradAveKnown"
"","kuuipodinda"
"","Carlie77Marie"
"","WhoaitsAmanda"
"","CarolynHeart"
"Middle of Your Dream","ruthbeckett"
"","Riikc"
"ÜT:  6.222477,106.858066","acilz135"
"Here & Now, Then & Later","BlackCanseco"
"","Toniball24"
"","keanannys"
"/usr/geekpobre bot","geekpobre"
"Pearl of the Orient Seas","choihitomikana"
"","sunbrother"
"In my beautiful skin...","KapriceClassic"
"ÜT:  6.192855,106.86504","Farichach"
"Joe s Sex","kellseyjonas"
"Ahead of you bitches .","TweetThatBitch"
"","Aureha"
"","TheSeeker92"
"","LimestoneTitle"
"RIGHT on the end of yo block","JSDotDRAMA"
"Everywhere and nowhere","stepoutofline"
"","GoLovatoMez"
"","DisNiggaJaiJai"
"under your sisters bed","BlesT206"
"Probably at a bar.","cbebruno"
"","IamRJBerger"
"Money is the motivation ","Drama51"
"In the Style Lab","AbsoluteFabAj"
"","Shelbiebs13"
"Outchea in your local hood.","PhinTastik"
"","BrianMFloyd"
"","MiklosBarath"
"earth,asia,indonesia,bekasii","naranabil"
"Las Gidi","PretyBoiJonath"
"","gourev"
"","vhanzsp"
"","LoLawliet"
"Ice Tooth Cave","mrex"
"","LimblessCarpet"
"","LivingLAVITA"
"da bayou","bbriannaa"
"","lipedeia"
"UK/US   and between!","MichaelMada"
"Converse/Cortez ova J s, LA","Keyera"
"","joelbravado"
"","SecretPink"
"","Ssteinl1"
"","urijabes"
"","ernnalunazriel"
"","haroldadon"
"Antiquisia","TweetOracle"
"SING A PORE! :D","chordevans"
"Worldwide baby!","TheRealSirRay"
"","courtneylo"
"","sarahstrummer"
"","KayleneWest"
"surf sun and fun","aus1982"
"   .            ,","burnburn"
"","asktwitqa"
"Here, there and everywhere","Pwns4you"
"Liverpool FC is everywhere!","AnfieldTalk"
"","bensmithTimes"
"dark holes","scoot2plane"
"Imma be where im at","Jburns85"
"Earth Karolina South","iSEEuHATIN"
"Cleveland*Tuscaloosa*Bham","GoHam59"
"","Kayybaybay"
"","giomunguia"
"","LinnyK"
"To be anounced","romanhn8"
"in hnf mind","Lilindsay"
"","shutupno1cares"
"","Superkongen"
"Moonland, Everywhere","Reinaluna"
"dancin  atop a lemon muffin","Bupmint"
"Respect.Loyalty.Honesty","MsAkinnuoye"
"","OUPSecondaryEng"
"ÜT:  6.240016,106.850387","tommyLEGNA"
"","juansinaloa"
"bekasii . new hopee","rikymogypogy"
"","PRETIEYEGURL"
"ya momma s kitchen","UrCaptSpeaking"
"","XoXoRo"
"The dark place behind the hill","PaulAbel"
"la di da di land","EssysWorld"
"","CareLessJOOSEmo"
"","Hurricanernesto"
"","rdjfilmguide"
"Poland/ UK/ Japan","LEMONed382"
"Globalways","akrockefeller"
"On my throne.","AndreahMan"
"","KatieCruel"
"utaaaaah!","biebfeverSWAG"
"","Evanindita"
"","MISTAPUMPA"
"","jellainepauline"
"","IkeKingofLA"
"the fuck outta dodge","sartorialbee"
"","naturegurl"
"","brookemeins"
"","ayoutasofiyaa"
"The Fact Bunker","WeAreFact"
"Lasgidi","tobiotesile"
"","ONLYIFSHEWET"
"www.kofoalimi.blogspot.com","imkofosleek"
"","tintanii"
"","affexone"
"Wherever news breaks","ABSCBNMobile"
"","kennyeway"
"","ThomasAyres"
"This Planet","MouridBarghouti"
"","scarredskins"
"","HARTJExINES"
"Abyss, Ok","BigDavePRP"
"","oopsieee"
"","mikeebee7"
"AnOddPlace","SINcereLae"
"","atross0125"
"","Autlog"
"","PeaceLoveJudy"
"The Dark Side of the Moon","CauseImEric"
"The looney bin","CleverName24"
"","bucki828"
"#D[M]V Baybee :)","RissyRissCeline"
":)","chickenluvr"
"Htwn, Tx #House0fH00ps","shanNOHo"
"Just a tweet away...","DiamondFIERCE"
"","apfmh"
"yo momma house..","CallmeJames"
"CoMo Mizzzzzzzou","TeamBushInator"
"","spokenword32"
"","JBIIM"
"laid up w/mytrade/N.O","TRADEndMUNAY"
"rIgHt nExT tO YOU","dXclSiveCherry"
"","someareangels"
"","icollectdeals"
"","ModerateTweeter"
"Battleon, Lore","BlakeDonAQW"
"","Eunheelia"
"","ZFRL"
"","akyuvi"
"","celcelvalencia"
"","143wifeyXtina"
"Mnl, Phil","katmarbella"
"","iamfroda"
"Outchea","JetLyfe24"
"","nyrealestatelaw"
"","myCheriamor"
"Inscribed in God s palm.","iamadetona"
"In Da Chicken","TweetinAzTwigga"
"","victorgiuliano"
"","NattieBoy"
"","247JLecciaNews"
"ExpresNt","ExpresNt"
"ÜT:  7.00707,107.613708","nazerzulkifli"
"Up your ass .","Talkboutawesome"
"world of warcraft land.","GhadaMR"
"#TEAMFOLLOWBACK","PrimoDonna"
"RIgHt bEhiNd yHu","MzDebyBaby"
"","bollywoodji"
"From Orange to Dade County","Chanellex0"
"From the Westside with Love","suzaniscool"
"LaYiN oN tHe BeAcH","HunzeyComb26"
"","TripCheckOR217"
"","xueyongg"
"","munir005"
"Everywhere I go","Daniqueth"
"Tweedyland","clairloveschez"
"","dbasex"
"","NekoCase"
"","MikaaEstupinan"
"","omgwtfbbqbeau"
"","Hema01050"
" California Dreaming","LiveLoveNIKKI"
"WHERE EVER THERES NEWS","AWWMANNET"
"Malaysiaaaaa","anneazrn"
"UT.  6.3864095,207.87764","yolindaainipar"
"Fantasy Football!","UCantBeatMe"
"","FuckVoldemort"
"","IICKYVICKY"
"Californacation","BlazeoneJohnny"
"","TheBestPatrick"
"where there is music...","VISH199"
"","metzli24"
"in your timeline :D","chelsychelsoy"
"","anishamid"
"","samir7671"
"","MJaya"
"In the presence of royalty","Proverbs3126"
"Sitting in his Nowhere land","dographer"
"FUCKING DUNGEONS OF RAP","WOLFGANGKILLHIM"
"","tennissavesme"
"[D+M]V|UMES","DamnBria"
"904 tooooo 757","HEARTbreakSTAT"
"wherever you want me to be","VickyDaDon"
"Right where I m meant to be.","TheEdot"
"","lastnamegirl"
"","ToniGal"
"come find me","CALLMEEBO"
"","Nickmadd25"
"","xindianbarbie"
" 2.177528, 79.89599","anapaulacb"
"Inside your cornflakes box.","kmbt19"
"","NHLWinnipeg"
"The home of bundles","Porcheboxx"
"","arrywendie"
"","iMashh"
"24hrs from Greatness","TeflonDonFlocka"
"my universe.. oh and d[m]v","MrsKellyDGAF"
"","lloydjamierson"
"","Y0UJ0CKJADEN"
"iPhone: 0.000000,0.000000","rgesthuizen"
"You know where im at","ALDRINbruh"
"","guidegroup"
"Nigeriarlingtech","NeziFuFuSwag"
"","monochromist"
"","KrissyWasHere"
"ÜT:  5.389057,105.279458","ariefCacing15"
"Stacking papers!","antoniahallrock"
"","TiaaMariee"
"","MonaLot"
"somewhere you ll never be","BellBivDevon"
"in a YMCMB hoodie .","BieberAchieve"
"FunkyTown","mariafarida"
"Hoop Grindin from KC","StraitG"
"","steftoso"
"","msechaba"
"","TheHeadlinePost"
"Everywhere you wanna be","JamesPSoyez"
"888.420.5115","realestatedk"
"  Always keep the faith","AuyCassiopeia"
"Where there is music.","RosaSeumanutafa"
"  of my baby boo","LULUNIAR"
"ÜT:  7.297021,112.743581","SSHIEN"
"And I ll take it there","SARAHbKillinEm"
"","MakeUrOwnTshirt"
"wherever the money is","MrIdoAFewThings"
"biside my guitar","widanaMD"
"","dizzyque09"
"Find me, if you can.","angelaquino"
"hihihi","belleofdball"
"","Jennneeyy"
"iPhone: 0.000000,0.000000","spguk"
"","YourAverageBen"
"","TweetAFic"
"Lasgidi...","opx64"
"","MsKelzcole"
"manchestaaaaaaa","kimmiesweets"
"A Pale Blue Dot","SerendipitySays"
"BUILDING A ROMANS EMPIRE","sparkythatruth"
"","jiddeh"
"In my own Diddybop Cock world","Choc402"
"","misterstlouis"
"Americaaaa","justinbsgirl"
"","Ichaajuice"
"","Bd0tJonEz"
"Star Command","MrSHOWOUT860"
"ÜT:  6.97552,107.562467","zeettuit"
"  Swagville baby!","imclaireyesican"
"ÜT: 53.872672, 1.8877","dabrown1989"
"","InnaOddie"
"","haba1010"
"","zakkmoreno4L"
"","yogipii"
"","mrst43"
"","friendfeedr"
"","KhanyisaKN"
"Stuffing Jars & Racing Cars","ChuckTayz"
"","icypenguin117"
"","Msyoki131"
"","markwant"
"","IttyBittyLovee"
"Looking at a screen.","MeestorMEH"
"","FISHANIMAL"
"Depends... I   traveling","CBlue718"
"","PatWill66"
"","KiSSmyWiGGlE"
"","topGbitch"
"","yourgolfsource"
"out, enjoying life.","ashleyDUHH"
"In yo pantiesss biotch!","FreshPriince"
"","FatBoyJus"
"","aSteelMagnolia"
"","icman55"
"On the Road to Success","LUVL1FE"
"Wherever you want me to be","MsAshweezy"
"Kirigakure no Sato.","obiwankeemeezy"
"","Nurafniafni"
"","lesleyanneh"
"","simplycharu"
"","NaNyheter"
"","hyman5000"
"In your mom s house.","mglees133"
"Dillii","sakshisharma323"
"","GOFARAR"
"","bullpubbs"
"","WyvernStamps"
"Wherever i wanna be","BillySexyBoy"
"Here  919 & There  336","lovelatrice"
"Pathway to Success/DMV","RareGem15"
"","marleosim"
"","PhillipMolyneux"
"","CoreyWilliams22"
"wea dey make gumbo at","BOWSnDIMPLES"
"","Jonyboy6"
"in my dreams, the Bahamas!","Teach4052"
"purple Boradori","boradori0906"
"My bed !!","BrodySanchez"
"","neonanswer"
"ÜT:  6.922889,107.594761","attie1909"
10304.0,"OGOG"
"Pineapple under the Sea","mysticalair"
"#YesThatsSoTrue","YesThatsSoTrue"
"","KimberlyHofmans"
"","imseankon"
"N 42°31  0   / W 113°46  0","waterNdirt"
"BieberTopia","ThatSoBieber"
"","maaairigrant"
"Hammond like a Muhfugga","TellItToMy9"
"Where amazing happens","msSarahBrooke"
"","MARIADAHVANA"
"","merrymacdaddy"
"SKY HIGH ..No Lie","KhalaeliahStarr"
"ChimCity","AloudSoldier"
"","victoriaalisia"
"","7DaysCaribbean"
"","Todayseasy991"
"","HungryForChrist"
"houstonlantavegas...","ulistenITweet"
"GDTOP s room","Gvonnn"
"","sitorusrico"
"aywhere yu aint","FlatbushzOWn"
"eye follows the winding river","LadiAnkh"
"","DropDeadDaphnie"
"NEVERLAND WONDELRAND","itsgracerobles"
"Pursuit of happiness","lekanadio"
"ÜT:  6.86177,107.537103","yosiachristi"
"Houstaustinvegas","dtdinh"
"Zea mays land~","Callmessha"
"Your Royal Anus","lauraforeverxx"
"","maridaganmari"
"Principality of Mabledon","owenblackhurst"
"  SMASHBLAST SELALU","ShellandryTan"
"My skin/I jump out/U jump in","writeli"
"","chellibobs"
"Outside my mind.","AyoCoopTOSO"
"","HeiseL"
"","Youngdizzle478"
"Jerzy Philly Bmore","DevGotti"
"Hakurei Shrine","ReimuHakurei"
"ODDFUTURE.COM","DamierGenesis"
"Here! There!! Everywhere!!!","Ayzed101"
"WESTPALMBEACH.CAMEROON.WORLD","RODDYKSWAGG"
"","YOstephieee"
"","annecoursey96"
"","bkdoyle"
"Behind your back! O O","fanniaani"
"dimana para ALIEMERZ ngumpul..","PYogaP"
"","Zakarelol"
"ÜT:  6.180806,106.847315","Jogialfonsus"
"","LimsWebForum"
"A Very Green Place","fuckmiyagi"
"Some were out chea","GreenteaDEE"
"","syantami"
"","Rabbicrackers"
"","rudsonh7"
"Kul Tiras   Horde","Asros"
"One step away from losing it","TeamGladney"
"floating in space","ilexwashere"
"","justpipertoo"
"In a heart shaped box","SweetBieberTime"
"Naírofi. Kenya","kasonificent"
"","Iseabarongo"
"","WooWhoo"
"RICH Wat....Richmond","iShaadP"
"Livin my life !","DefiNeNSANITY"
"The UnThinkable  MWAH!!","GottaLoveLeo23"
"Everywhere the money is","MadeManMitch"
"","neighbor34"
"","yegiww"
"","eiileeeen"
"ÜT:  6.196815,106.80022","nurulafiati"
"","IamTHEdrizzyFAN"
"","kitten33333"
"In my sweetdreams&dreamland","justgitaws"
"","MLMLeads4YOU"
"sunny mellon charles","crispybear1"
"","FaisalAkbaar"
"","cofash0"
"tweetin  from a Tree","WoodStock52"
"GUMPTOWN","GIZMOSHAWTY"
"","betloo"
"depositing these checks","tmac6115"
"In your heart, on your mind","TheLadyMuse"
"ÜT:  6.285305,106.603951","hellomalla"
"","Armymiddleclass"
"","Jaxson222"
"","zombiewine"
"By his side =D","LoveSaydii"
"I live where the sky ends.","clevaclark"
"In My Beautiful Dream","1800fuckyou"
"Gangsta s Paradise","MikeyMcFlyy"
"...Go anywhere that water go","YSLBred305"
"","MarjoleinSmienk"
"","cheyenneeLA"
"Biebers Bed ;)","BeckyBieberTW"
"","DeviAprian"
"","ryancaesarly"
"londyyyy","mayanadd"
"","24HFOCUS"
"beside Siva Kaneswaran","pinkyukijam"
"","eevilabby"
"","Sullynettemv"
"","zombiezune"
"My Skin, USA","skyekid86"
"","identd"
"RockVegas, MD","adrocknaphobia"
"","coolaid0"
"","FeralCRUSH"
"","onelogos"
"","siskanurifah"
"the box to the left.","ShawnLooney"
"Lost in my head","windameilani"
"ÜT:  6.972796,107.66968","dheatirtoputri"
"somewhere close to you","alcapoco"
"Happy lovely land","march16ella"
"","AndyJwilkins"
"","ohstuffandfluff"
"ÜT:  6.217081,106.939752","tanianew"
"Life@Ratchada Condominium BKK","Poppie0625"
"  around my kidiw","nisyaniss"
"ÜT:  7.057349,110.441152","faramadeus"
"","Sorahurley07"
"","brendadrake"
"Astons Bedroom","EllieAstonJLS"
"","jaclynmareee"
"","niyashaperera"
"OUTT  SP CE","FROZENBIEBER"
"ÜT:  6.224674,106.941197","nitairbawantie"
"Inside him.","GEYUN"
"","Ichiaeung"
"","DoloTheBandit"
"15 Swag Road, Swaggville.","bumblebieb"
"","KaylaGeeTastic"
"","NonNativeJaryn"
"","AMariaC"
"","dominicvictor"
"313 Born 623 Located.","YoFucknUncleP"
" ProLLy in da Clouds","FlyAssHigHGurL"
"on the LORD s right HAND!!!","illestWilson"
"En un lugar a la vez","ChelitaBi2"
"","aanalee"
"RMX. con menos insectos","goliveros"
"","Marielizardi"
"Pit stop Away from #GREATNESS","JoliLovee"
"Ur Heart,Premadesam","ArunAshadow"
"","martstudz"
"","houghzinger07"
"","Pmilind"
"","raulnati03"
"","StarlightLovato"
"By the river of Babylon","tengkusharmizi"
"ÜT:  6.42831,107.949874","dudu2rif"
"2.18.21.13 , The Land of Mixup","MBossyDC"
"","snowdropyk3"
"","jcrussell"
"","MattDalzell"
"","RayRaaaaay"
"DMV; Neon Valley Street.","AshaToAshes"
"50 Steps Ahead Of You","DJInkedUP"
"bawah langit lapis pertama","winyuk"
"Where Beauty Belongs","SomStarz"
"","iBelieb4ever"
"","SWOfNowhere"
"","kimmons1"
"ÜT:  6.158254,106.841519","dewiaknia"
"^elevated but levitated~","Killuminati"
"Wish a nigga woods.","imotheredUhoes"
"ÜT:  7.218753,107.907931","HottestTaufik"
"yang ada tukang rokonya","sharreeee"
"","wannabezz"
"","KatyMagreat"
"","Bovansmo"
"","TrentBury"
"","simplyanika"
"","Gal133"
"","TroyDizzle"
"","ThomasGParisi"
"","williambneal"
"Funktana :D","SarahiMcgee"
"","LadiDon7"
"InJustinBieber sHeart","YowItsAngel"
"Houstatlantavegas . .","LongLiveBoogati"
"","sydneybaysden"
"Face down in Lil Wayne s lap","SexiBeki"
"","febyfsr"
"","preschoolgems"
"New England via Punjab","sohailstyle"
"","achioto"
"","rheaforman"
"","tornadoclass"
"","NewsBooth"
"","PatateVertigo"
"ÜT:  33.908087,18.416625","romy1512"
"ÜS: 4.319369,106.83502","joeniorjojo"
"Justin Biebers Dreams","belieb143"
"Under your bed :p","MreRobot"
"your boyfriends face","jadeandshit"
"The Money Vault","MoreMoneyHaz"
"Cruising Altitude","WillyBeamen40"
"DMV!!!! SAVAGE CITY!!!!","goodPOWHEEM"
"","sinfinia"
"","erininuganda"
"","StockTweeters"
"up and down slauson ave....","chuccenglish"
"","TWhitters"
"Omnipresente","histtem"
"Donghae s orange jacket","celineneji"
"","Gwarren333"
"","tychamp"
"ATL baby [is where i reside]","CJBiebers95"
"right there   :P","ItsMarisol"
"","dreamteamrc"
"Dirty Jersey","fckyes"
"man eater..","Breannaa"
"ÜT:  6.339066,106.755525","qwangkwang"
": ) a happy place over there","WoaDere0o"
"The N0000K","MirDaFish"
"  Verified Belieber","ItsKenzieYo"
"","danecheung"
"","SUPERSILLYSAM"
"","InsaneMumblings"
"","ss501facts"
"","LeaSp8"
"from da Bronx..be All Over","daWizrd"
"Pretty s La La Land","moneyNDshOes"
"","PalesaMotau"
"","OMGeeimfckedupp"
"","behdenardi"
"Pink Friday, Flockaveli","SEQUEMINI"
"Coming to a bar near you!","Hunterbeer"
"xStudio... #BBFYB Music!!!","YACHTboyP"
"","shawddymoshh"
"somewhere on your mind","MeMyselfNLisa"
"","youricho"
"twoOtwo/sehmfihsehm","IEatNii"
"","Vineshh"
"","patrickwkemper"
"","tpiotrowski"
"","vee4vixen"
"Bitch all in mines","JayUnoDadd"
"","IAmKing313"
"        ^^","Haeseidon"
"","SammyKayy"
"","eigoobterces"
"ÜT:  6.292392,106.874605","samiraihana"
"","FlanFlanShazam"
"","magglebutt"
"","elamesma"
"","amorevietato"
"","Metallica1084"
"","toppedwithhoney"
"","pinkylove129"
"","Markskt"
"","fanatictweets"
"Outlandish Royal","idaayuparamitha"
"With you in hell","yohannwahyu"
"","keekee"
"","kylejaffa"
"~QuotesWorld~","JazreelRawrYou"
"","GirlyRockinIt"
"Behind you dear..!!","andifilli"
"Cybertron.","ShawnIsANerd"
"In Your Lucid Dreams","FuckDolo"
"","WAKAJIN"
"in my snuggie","ph4tt"
"gettin greenbacks.","chawk1302"
"","tungtung7"
"","NanaSygg"
"","Lilz130"
"Unova Region","HowdyItsCloudy"
"  CeCe s World","DhatCeCe"
"","RadioUNOW"
"Trapped in Limbo","izzthetruth"
"Gettin  2 that [$(   )$]","iWillChaseCash"
"","AlexCocktails"
"Another Dimension","b0n7a"
"The Greener Side.","TreyDukes"
"wherever i wanna b","loveDESIREe"
"Right Behind You","xstnbx"
"","seekersdigest"
"¯  ( ) /¯","NishGottaTweet"
"","wiiauctions"
"","Luuukkkeee"
"SUGAR CANDY MOUNTAIN :P~","iHeartcolorRed"
"","hddrzl"
"ÜT:  7.784254, 110.317830","EnricoPW"
"On a plane ..Google me","SYoungBB"
"","SpuffyDelena"
"","cutestAshlee"
"aussieaussie.","iitsmariia"
"","GheibpulcheriA"
"Mzansi jikelele","NtsixBabe"
" Xiah Hearts","fckmezhoumi"
"","buzzybee16"
"ÜT:  6.356985,106.835256","keianisa"
"","Chuilingg"
"Somewhere Building a Brand","BWSC"
"On a spaceship getting head","Geronamo95"
"Las giddy","hautediva"
"FLO RIDA","bieberinvasionn"
"","Loooottje"
"","Tcal1420"
"","shhahid"
"Lost in my thoughts :)","Jmula"
"","spagnac"
"","itscharnice"
"Planet Weezy","MayBae91"
"Las bd gidi/9ja","molevito"
"","AliceNyong"
"who knows anymore","emmaweaver"
"ATX Shawwwwwtyyy","LegitTXBelieber"
"FROM CHI TOWN 2 FUNKY TOWN","julioFOE"
"hogwarts is my home.","claudajb"
"Where Eva Spotted","SwaggClassNAss"
"Deep beneath the skies","LeonCarreon"
"Planet Mars","Imoni08"
"ÜT:  6.283232,106.840087","shiragikuu"
"","monel11"
"East Legon....Gh....Earth :)","OriYoruba"
"rou reynolds crotch","nicolashikari"
"DeEp in my tHought","12pieceofme"
"","LapSam"
"","TheSuperBiebs"
"","juleslhoward"
"","voiceover42"
"Sin City (Hatfield) PTA","ZamaSand"
"","chanelleamy"
"QC where I be at","pureevil22"
"","yourmustseetv"
"I m Out Of This Planet","HoodedHarbinger"
"at ur Hart.......","mmazysworld"
"","ThePennant"
"on  Twitter ....... ahaahaa !","TUBeautifulRosa"
"where the palm trees are (:","YoungBlckPINUP"
"(~   )~ ~(   ~) in your nose","tessatanaka"
"SD Raised! CaL VEfornia Made!","YesSirImHerrr"
"Somewhere, Over The Clouds","swagtasticccc"
"Playin Madden @ Do Derty house","SirMarley"
"In a Box under the Sea :)","BulletForSummer"
"in ur face, but invisible :(","mylifeasshayne"
"810&517, socialize 248/313","LickMyDiamonds"
"Above the Clouds & N Ur dreams","10HollywooDST"
"in dah sky swimin wit dah fish","NikkiLovesJam"
"Where you wanna be,trust me..","iLAdoreCamille"
"In The World That Never Was...","RodIsTherapy"
"in eunhae and kyumin kingdom~","syasyahyukie"
"C@L!4N!@ #weast  Teen Model:)","ItssAl3xxBaby"
".Southpark.2.Hiram.Clarke","PnutButtaNJelly"
"Working my way to the top.","Mrdade305county"
"trying to find my happy place","greenyellow714"
"On stage, singin  so beautiful","TheWurdsmith"
